"DayMoYr","Jdays","WeekSubWeek","ti","tf","Events","Q.Ave","T.Hrs","Vol","Q.Max","Cluster","EventLabel","Volday.L","SmpHrs","ConcSmOut_ugL.obs","ConcSmOut_ugL.sd","SmOut_ug.obs","SmOut_ug.sd","delta.obs","delta.sd"
2016-05-23,236,"W8-2x",2016-05-23 18:02:00,"2016-05-24 11:58:00","9-4",4.34815795108027,17.9333333333333,78.1219045210755,5.07686820650729,1,NA,26104.9071099394,5.96666666666667,NA,NA,NA,NA,NA,NA
2016-05-24,237,"W8-2x",2016-05-23 18:02:00,"2016-05-24 11:58:00","9-4",4.34815795108027,17.9333333333333,78.1219045210755,5.07686820650729,1,NA,51865.9792994132,12,NA,NA,NA,NA,NA,NA
2016-05-24,237,"W9-1",2016-05-24 12:00:00,"2016-05-29 12:08:00","9-5",3.98854631501369,120.133333333333,479.157363976978,5.11676366158044,1,NA,53533.8662512431,12,0.18378898,0.00030283387060286,9838.93467377239,16.2118679251997,-30.55,0.413521462562707
2016-05-25,238,"W9-1",2016-05-24 12:00:00,"2016-05-29 12:08:00","9-5",3.98854631501369,120.133333333333,479.157363976978,5.11676366158044,1,NA,105114.086209306,24,0.18378898,0.000214094316875721,19318.8106880404,22.504328480997,-30.55,0.413521462562707
2016-05-26,239,"W9-1",2016-05-24 12:00:00,"2016-05-29 12:08:00","9-5",3.98854631501369,120.133333333333,479.157363976978,5.11676366158044,1,NA,93993.3581852275,24,0.18378898,0.000214151504024227,17274.9434276376,20.1288190236544,-30.55,0.413521462562707
2016-05-27,240,"W9-1",2016-05-24 12:00:00,"2016-05-29 12:08:00","9-5",3.98854631501369,120.133333333333,479.157363976978,5.11676366158044,1,NA,91940.8627217224,24,0.18378898,0.000213994523741456,16897.7173799454,19.6748411305135,-30.55,0.413521462562707
2016-05-28,241,"W9-1",2016-05-24 12:00:00,"2016-05-29 12:08:00","9-5",3.98854631501369,120.133333333333,479.157363976978,5.11676366158044,1,NA,88462.9006159696,24,0.18378898,0.000213996927109976,16258.5062720504,18.9307888950527,-30.55,0.413521462562707
2016-05-29,242,"W9-1",2016-05-24 12:00:00,"2016-05-29 12:08:00","9-5",3.98854631501369,120.133333333333,479.157363976978,5.11676366158044,1,NA,46112.2899935092,12.1666666666667,0.18378898,0.000301553047285008,8474.93074337126,13.9053015648327,-30.55,0.413521462562707
2016-05-29,242,"W9-2",2016-05-29 12:10:00,"2016-05-30 05:46:00","10-1",16.5599531485507,17.6,291.455175414492,185.627883896231,2,"B-1",235632.775906676,11.8333333333333,26.73670211,0.129243896943115,6300043.33676917,30454.0982057024,-31.425,0.478713553878169
2016-05-30,243,"W9-2",2016-05-29 12:10:00,"2016-05-30 05:46:00","10-1",16.5599531485507,17.6,291.455175414492,185.627883896231,2,"B-1",55822.3995078164,5.8,26.73670211,0.108484918235349,1492506.8667059,6055.88844630644,-31.425,0.478713553878169
2016-05-30,243,"W9-3",2016-05-30 05:48:00,"2016-05-30 12:10:00","10-2",88.6789641467239,6.36666666666667,564.589405067475,186.487595747524,2,"B-2",564589.405067475,6.4,12.18629264,0.0191321106075237,6880251.71159575,10801.7869455869,-29.6,0
2016-05-30,243,"W9-4",2016-05-30 12:12:00,"2016-05-30 17:26:00","10-3",91.4295130757144,5.23333333333333,478.481118429572,187.005876598019,3,"B-3",478481.118429572,5.26666666666667,12.5765701,0.0152758662096704,6017651.32745591,7309.21354898361,-29.7333333333333,0.152752523165193
2016-05-30,243,"W9-5x",2016-05-30 17:28:00,"2016-05-31 11:58:00","10-4",47.9985138239316,18.5,887.972505742735,65.5579382531767,1,NA,371690.27521585,6.53333333333333,NA,NA,NA,NA,NA,NA
2016-05-31,244,"W10-1",2016-05-31 12:00:00,"2016-06-02 12:56:00","10-5",19.8526044950751,48.9333333333333,971.454113292344,35.0572482298323,1,NA,344321.112908419,12,0.513993882,7.19714355757093e-05,176978.945478359,24.7812847950448,-29.0666666666667,0.251661147842358
2016-05-31,244,"W9-5x",2016-05-30 17:28:00,"2016-05-31 11:58:00","10-4",47.9985138239316,18.5,887.972505742735,65.5579382531767,1,NA,516282.230526885,12,NA,NA,NA,NA,NA,NA
2016-06-01,245,"W10-1",2016-05-31 12:00:00,"2016-06-02 12:56:00","10-5",19.8526044950751,48.9333333333333,971.454113292344,35.0572482298323,1,NA,440421.623764541,24,0.513993882,5.14050686088639e-05,226374.02011548,22.6399037864435,-29.0666666666667,0.251661147842358
