"DayMoYr","SubWeeks","Volday.L","SmpHrs","SmOut_ug.obs","SmOut_ug.sd","OxOut_ug.obs","OxOut_ug.sd","EsOut_ug.obs","EsOut_ug.sd","ConcSmOut_ugL.obs","ConcSmOut_ugL.sd","ConcOxOut_ugL.obs","ConcOxOut_ugL.sd","ConcEsOut_ugL.obs","ConcEsOut_ugL.sd","delta.obs","delta.sd"
2016-04-01,"W1-3x",139533.662388185,9.23333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-02,"W1-3x",298173.578432551,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-03,"W1-3x",195667.972181916,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-04,"W1-3x",149424.590354145,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-05,"W1-3x",94577.2007788316,15.1333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-05,"W2-1",133027.937634459,8.86666666666667,1256356.00109456,2779.95015045894,13906913.5366252,9606.55556580612,13112271.1511658,23555.4809474937,9.444301877,0.0208974911578186,104.5413,0.0722145718909327,98.5678,0.177071684086547,-31.1333333333333,0.0577350269189613
2016-04-06,"W2-1",213128.083676351,14.8666666666667,2012845.96070597,3368.42045921598,22280686.9340345,11640.1073972907,21007566.3261938,28541.7937933567,9.444301877,0.0158046767047892,104.5413,0.0546155494691491,98.5678,0.133918502437714,-31.1333333333333,0.0577350269189613
2016-04-06,"W2-2",117740.217293907,9.13333333333333,122707.476314467,278.155865696314,3165539.93412053,4346.18540150491,6116898.63896172,1360.8547732581,1.042188295,0.00236245415618668,26.8858,0.0369133461904169,51.9525,0.0115581133153601,-31.28,0.506951674225463
2016-04-07,"W2-2",233374.119175948,24,243219.775361108,342.304384655939,6274449.8933407,5348.50601024905,12124368.9264884,1674.69614419273,1.042188295,0.00146676240649404,26.8858,0.0229181626014693,51.9525,0.00717601484734531,-31.28,0.506951674225463
2016-04-08,"W2-2",5050.80194667583,0.633333333333333,5263.88666918876,45.2374043836145,135794.850977937,706.834443493976,262401.788134676,221.320292962868,1.042188295,0.0089564795573478,26.8858,0.139944993083559,51.9525,0.0438188420966555,-31.28,0.506951674225463
2016-04-08,"W2-3x",167549.945709044,23.3666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-09,"W2-3x",160034.103999615,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-10,"W2-3x",133994.770592836,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-11,"W2-3x",140936.220433905,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-12,"W2-3x",146708.007301286,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-13,"W2-3x",134128.652043624,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-14,"W2-3x",59836.1737905593,12.8666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-04-14,"W3-1",64437.5082665448,10.1333333333333,569352.798653506,1761.64512666903,2904887.97891163,9947.83635751663,1549541.64878726,1223.04250076054,8.8357358,0.0273388151413616,45.0807,0.154379593890682,24.0472,0.0189802885564947,-30.9666666666667,0.115470053837927
