"DayMoYr","Date","Jdays","VolTot.L","ConSmOut_ugL.blk","ConSmOut_ugL.sd","ConOxOut_ugL.blk","ConOxOut_ugL.sd","ConEsOut_ugL.blk","ConEsOut_ugL.sd","deltaOut.blk","deltaOut.sd","SubWeeks"
2016-05-25,"25/05/2016",238,105114.086209306,0.18378898,0.000214094316875721,10.8377,0.0136587698327333,36.406,0.00512110622073807,-30.55,0.413521462562707,"W9-1"
2016-05-26,"26/05/2016",239,93993.3581852275,0.18378898,0.000214151504024227,10.8377,0.013662418253253,36.406,0.00512247412936,-30.55,0.413521462562707,"W9-1"
2016-05-27,"27/05/2016",240,91940.8627217224,0.18378898,0.000213994523741456,10.8377,0.0136524032393939,36.406,0.00511871918287489,-30.55,0.413521462562707,"W9-1"
2016-05-28,"28/05/2016",241,88462.9006159696,0.18378898,0.000213996927109976,10.8377,0.0136525565692811,36.406,0.00511877667111494,-30.55,0.413521462562707,"W9-1"
2016-05-29,"29/05/2016",242,281745.065900185,22.3908739887125,0.10814032682319,121.344089336845,0.282353681696371,257.182598154597,0.356429619127955,-30.9875,0.446117508220438,"W9-1"
2016-05-30,"30/05/2016",243,1470583.19822071,11.4398339316758,0.0183731256910407,122.644614283665,0.345606437006999,62.2989057461285,0.101643327609192,-30.2527777777778,0.210488692347787,"W9-2"
2016-05-31,"31/05/2016",244,860603.343435305,0.513993882,7.11860466779196e-05,21.3114,0.00270611662738856,82.8755,0.0950909492645415,-29.0666666666667,0.251661147842358,"W9-5x"
2016-06-01,"01/06/2016",245,440421.623764541,0.513993882,5.14050686088639e-05,21.3114,0.00195414856402814,82.8755,0.0686673442218552,-29.0666666666667,0.251661147842358,"W10-1"
2016-06-02,"02/06/2016",246,319023.239319278,1.70596823048632,0.000772856849256671,17.9037260292664,0.00558577280744968,53.4904708990765,0.0612045001111756,-29.5458333333333,0.365187350860263,"W10-1"
2016-06-03,"03/06/2016",247,935365.375898123,3.36070051718643,0.00242915007396885,29.5052878249471,0.0653698341642241,11.6660221850004,0.0152941049968338,-30.1958333333333,0.514735304303389,"W10-2"
2016-06-04,"04/06/2016",248,2840734.19806556,4.42692533470022,0.00685369452160717,37.7925206976342,0.0350180398755096,26.1675518236782,0.0462024960706267,-30.1622222222222,0.40487573334569,"W10-3"
2016-06-05,"05/06/2016",249,1214483.66819368,NA,NA,NA,NA,NA,NA,NA,NA,"W10-6x"
2016-06-06,"06/06/2016",250,677930.085318061,NA,NA,NA,NA,NA,NA,NA,NA,"W10-6x"
2016-06-07,"07/06/2016",251,443255.305487883,1.60532499111933,0.00110897661619505,46.0432140470237,0.0283649206156573,97.8949380699048,0.164384660676701,-28.6,0.458257569495585,"W10-6x"
2016-06-08,"08/06/2016",252,390752.383277314,0.746468893,5.82784871231432e-05,48.2268,0.0227713475352495,117.1198,0.146962803594668,-28.6,0.458257569495585,"W11-1"
2016-06-09,"09/06/2016",253,281423.299318259,0.746468893,5.62396904278756e-05,48.2268,0.0219747217065186,117.1198,0.141821502008321,-28.6,0.458257569495585,"W11-1"
2016-06-10,"10/06/2016",254,227112.161786786,3.54323517708523,0.0113344301541546,18.5005037111424,0.017001262659137,52.2468701145467,0.0787260185497958,-29.19,0.458257569495585,"W11-1"
2016-06-11,"11/06/2016",255,223603.976807894,4.459848052,NA,8.758,0.00665847950810759,30.9854,0.00654581488022083,-29.78,NA,"W11-2"
2016-06-12,"12/06/2016",256,220667.998898577,4.459848052,NA,8.758,0.00666828655946715,30.9854,0.00655545599162507,-29.78,NA,"W11-2"
2016-06-13,"13/06/2016",257,196886.061512686,4.459848052,NA,8.758,0.00674768633085984,30.9854,0.00663351228126831,-29.78,NA,"W11-2"
2016-06-14,"14/06/2016",258,1006902.4503471,0.725284024642575,0.0415286395047288,10.4739397267273,0.724072351795563,17.1238819163081,0.190869966693651,-29.8566666666666,0.450924975282289,"W11-2"
2016-06-15,"15/06/2016",259,686343.639406426,0.0140701654770922,0.0382994312508749,4.51814400881429,0.302010957977006,2.63087326835759,0.0567760885468705,NA,NA,"W12-1"
2016-06-16,"16/06/2016",260,1205686.87752843,0.0225453058810968,0.0327414346713623,2.29541577407633,0.00889841297936756,2.52862192974887,0.00240911192482961,NA,NA,"W12-2"
2016-06-17,"17/06/2016",261,1656964.95609857,0.819190836465158,0.0266695961083324,5.80157852655938,0.00518766236917318,14.9503298294515,0.163009515045129,NA,NA,"W12-3"
2016-06-18,"18/06/2016",262,853504.878711855,NA,NA,NA,NA,NA,NA,NA,NA,"W12-5x"
2016-06-19,"19/06/2016",263,604968.988938638,NA,NA,NA,NA,NA,NA,NA,NA,"W12-5x"
2016-06-20,"20/06/2016",264,381315.662919705,NA,NA,NA,NA,NA,NA,NA,NA,"W12-5x"
2016-06-21,"21/06/2016",265,278205.235592793,5.55627548723512,0.0213074870786342,27.8315488649077,0.020573296359092,80.1961929958869,1.13107120129432,-30.6,NA,"W12-5x"
2016-06-22,"22/06/2016",266,210636.122327402,6.799778499,NA,33.6227,0.0176362290741081,97.3014,0.980116824526234,-30.6,NA,"W13-1"
2016-06-23,"23/06/2016",267,177053.994809446,6.799778499,NA,33.6227,0.0176357702541807,97.3014,0.980091326040794,-30.6,NA,"W13-1"
2016-06-24,"24/06/2016",268,154839.122388491,10.5418145778748,0.0165230270803467,43.3923157973663,0.0309670094238659,76.7173660608704,0.808187399241667,-29.8,NA,"W13-1"
2016-06-25,"25/06/2016",269,921903.354806892,10.1811398260003,0.0114366766028292,81.6606654648773,0.106192473937632,94.1786576064362,0.284892315452571,-29,NA,"W13-2"
2016-06-26,"26/06/2016",270,321958.542069217,1.018867237,NA,111.9213,0.118695633960808,165.965,0.402321770301282,NA,NA,"W13-3"
2016-06-27,"27/06/2016",271,224046.864296892,1.018867237,NA,111.9213,0.118424381053105,165.965,0.401402351899908,NA,NA,"W13-3"
2016-06-28,"28/06/2016",272,206161.166222336,0.463359687772481,0.00592122666636143,40.6075450334677,0.0704562073465037,70.9910158076071,0.281118898025712,NA,NA,"W13-3"
2016-06-29,"29/06/2016",273,174127.950103953,0.148914686,NA,0.2404,0.000734589705396398,17.231,0.0546206599220632,NA,NA,"W14-1"
2016-06-30,"30/06/2016",274,169211.383216397,0.148914686,NA,0.2404,0.000740326573752639,17.231,0.0550472266615668,NA,NA,"W14-1"
2016-07-01,"01/07/2016",275,157011.236347875,0.148914686,NA,0.2404,0.000735867680563591,17.231,0.0547156841872867,NA,NA,"W14-1"
2016-07-02,"02/07/2016",276,140281.07701215,0.148914686,NA,0.2404,0.000737100770652058,17.231,0.0548073710076718,NA,NA,"W14-1"
2016-07-03,"03/07/2016",277,106463.488834163,0.148914686,NA,0.2404,0.000740010605624084,17.231,0.0550237327471146,NA,NA,"W14-1"
2016-07-04,"04/07/2016",278,102040.969934439,0.156035196253521,0.0015714974057207,5.49576582747019,0.0231139094820123,44.5597798992724,0.0615312028586088,NA,NA,"W14-1"
2016-07-05,"05/07/2016",279,87667.0195453348,0.167251535,3.17302494178814e-05,13.7741,0.0361687513658651,87.6085,0.0301997315047836,NA,NA,"W15-1"
2016-07-06,"06/07/2016",280,69385.2379189187,0.167251535,3.17012378460255e-05,13.7741,0.0361356815870755,87.6085,0.030172119314629,NA,NA,"W15-1"
2016-07-07,"07/07/2016",281,64482.6387434623,0.167251535,3.1709953649423e-05,13.7741,0.0361456165775599,87.6085,0.0301804147086861,NA,NA,"W15-1"
2016-07-08,"08/07/2016",282,58463.5239056155,0.167251535,3.17274508199904e-05,13.7741,0.0361655612935161,87.6085,0.030197067898085,NA,NA,"W15-1"
2016-07-09,"09/07/2016",283,56186.2563447766,0.167251535,3.17196110207284e-05,13.7741,0.0361566248446868,87.6085,0.0301896062538462,NA,NA,"W15-1"
2016-07-10,"10/07/2016",284,54981.3718005937,0.167251535,3.17270893790484e-05,13.7741,0.0361651492933647,87.6085,0.0301967238913531,NA,NA,"W15-1"
2016-07-11,"11/07/2016",285,53592.4121136028,0.167251535,3.18147694589153e-05,13.7741,0.0362650942691094,87.6085,0.0302801746967793,NA,NA,"W15-1"
2016-07-12,"12/07/2016",286,22995.3180596629,0.167251535,4.82151355384132e-05,13.7741,0.0549595821449042,87.6085,0.0458894642947957,NA,NA,"W15-1"
2016-07-13,"13/07/2016",287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-14,"14/07/2016",288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-15,"15/07/2016",289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-16,"16/07/2016",290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-17,"17/07/2016",291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-18,"18/07/2016",292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-19,"19/07/2016",293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-20,"20/07/2016",294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-21,"21/07/2016",295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-22,"22/07/2016",296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-23,"23/07/2016",297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-24,"24/07/2016",298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-25,"25/07/2016",299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-26,"26/07/2016",300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-27,"27/07/2016",301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-28,"28/07/2016",302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-29,"29/07/2016",303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-30,"30/07/2016",304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-07-31,"31/07/2016",305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-01,"01/08/2016",306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-02,"02/08/2016",307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-03,"03/08/2016",308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-04,"04/08/2016",309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-05,"05/08/2016",310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-06,"06/08/2016",311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-07,"07/08/2016",312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-08,"08/08/2016",313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-09,"09/08/2016",314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-10,"10/08/2016",315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-11,"11/08/2016",316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-12,"12/08/2016",317,780.940530003177,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-13,"13/08/2016",318,785.184199064245,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-14,"14/08/2016",319,382.970037211677,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-15,"15/08/2016",320,337.876348646112,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-16,"16/08/2016",321,211.887386606717,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-17,"17/08/2016",322,441.199474679443,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-18,"18/08/2016",323,293.538439145452,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-19,"19/08/2016",324,89.577943138867,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-20,"20/08/2016",325,4352.98506937343,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-21,"21/08/2016",326,141.920906722186,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-22,"22/08/2016",327,79.0106905710492,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-23,"23/08/2016",328,91.9020131836808,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-24,"24/08/2016",329,170.302512025655,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-25,"25/08/2016",330,253.423837520043,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-26,"26/08/2016",331,336.545163014431,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-27,"27/08/2016",332,419.666488508819,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-28,"28/08/2016",333,502.787814003207,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-29,"29/08/2016",334,585.909139497595,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-30,"30/08/2016",335,669.030464991983,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-08-31,"31/08/2016",336,752.151790486371,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-01,"01/09/2016",337,835.273115980759,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-02,"02/09/2016",338,918.394441475147,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-03,"03/09/2016",339,1001.51576696954,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-04,"04/09/2016",340,1084.63709246392,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-05,"05/09/2016",341,1167.75841795831,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-06,"06/09/2016",342,1250.8797434527,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-07,"07/09/2016",343,1334.00106894709,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-08,"08/09/2016",344,686.364564404062,0.045876,0.000845105642159397,0.3773,0.00219514861768447,3.4983,0.0109544825691228,NA,NA,"W16-1"
2016-09-09,"09/09/2016",345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-10,"10/09/2016",346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-11,"11/09/2016",347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-12,"12/09/2016",348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-13,"13/09/2016",349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-14,"14/09/2016",350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-15,"15/09/2016",351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-16,"16/09/2016",352,1083.64639230358,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-17,"17/09/2016",353,1520.2159273116,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-18,"18/09/2016",354,1729.10447352897,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-19,"19/09/2016",355,66.0265663050697,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-20,"20/09/2016",356,60.2882444100067,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-21,"21/09/2016",357,54.5499225149436,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-22,"22/09/2016",358,48.8116006198805,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-23,"23/09/2016",359,43.0732787248174,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-24,"24/09/2016",360,37.3349568297543,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-25,"25/09/2016",361,31.5966349346912,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-26,"26/09/2016",362,25.8583130396281,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-27,"27/09/2016",363,20.119991144565,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-28,"28/09/2016",364,14.3816692495019,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-29,"29/09/2016",365,8.64334735443879,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016-09-30,"30/09/2016",366,2.90502545937569,0.022301625,0.00064565909550433,NA,NA,NA,NA,NA,NA,"W17-1"
